collectionid,title,description,creator,donor,date,date is approximate,subject,location,location (lcsh),latitude,longitude,relation,publisher,source,identifier,rights,format original,type,format,language,rightsstatement,cdmid,objectid,original-objectid,reference_url
plcphotos,Pres-to-logs machinery [01],"A man operates a pres-to-log machine in Lewiston, Idaho. The photographer is &quot;P.O. Valentine. Commercial photographer 155 Arthur str., Hillside, N.J. Tel. elizabeth 2-3582&#39;",,P.O. Valentine,1950,yes,wood products; machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 68, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_68_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,622,lewiston-plc124,plcphotos622,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos622.html
plcphotos,Pres-to-logs machinery [02],"A worker operates a pres-to-log machine in Lewiston, Idaho",,,1935,yes,wood products; machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 68, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_68_008,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,623,lewiston-plc125,plcphotos623,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos623.html
plcphotos,Operating Pres-to-log machine,"A man operates a pres-to-log machine in Lewiston, Idaho.",,"Anderson, J. F.",1925,yes,wood products; machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 68, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_68_009,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,624,lewiston-plc126,plcphotos624,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos624.html
plcphotos,Feeding logs,"A machine feeds logs into a Pres-to-Log machine at the plant in Lewiston, Idaho",,,1945,yes,wood products; machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 68, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_68_010,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,625,lewiston-plc127,plcphotos625,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos625.html
plcphotos,Pres-to-logs warehouse,"The Pres-to-Logs warehouse in Lewiston, Idaho. At the back of the photograph, a forklift is lifting a pallet of Pres-to-Logs.",,,1945,yes,wood products; warehouses; forklift trucks,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 68, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_68_011,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,626,lewiston-plc128,plcphotos626,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos626.html
plcphotos,Packing train cars,A shirtless man works on packing a train car with Pres-to-Logs.,,,1945,yes,wood products; railroad cars,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 69, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_69_001,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,627,lewiston-plc129,plcphotos627,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos627.html
plcphotos,Pres-to-Logs,"A pyramid of Pres-to-Logs made by the plant in Lewiston, Idaho plant",,,1945,yes,wood products,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 69, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd\",457_204_69_002,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,628,lewiston-plc130,plcphotos628,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos628.html
plcphotos,Transporting Pres-to-Logs,"A railcar used to transport Pres-to-Logs is also used to advertise them. This car, one side says where the logs are made, while the other gives reason why a person should buy them.",,,1945,yes,railroad cars,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 69, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_69_003,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,629,lewiston-plc131,plcphotos629,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos629.html
plcphotos,Pres-to-logs machinery [04],A worker watches a Pres-to-log machine. Stamped on the front of the photograph is &#39;Juleen Evert WN&#39;. On the back is &#39;Juleen Studio 2930 Rockerfeller Main 428 Everett Washington&#39;,,,1940,yes,machinery; wood products,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,"46.400076,",-117.002586,,,"MG 457, Box 204 Folder 69, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_69_004,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,634,lewiston-plc132,plcphotos634,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos634.html
plcphotos,Lifting machinery,A railroad crane moves a piece of machinery over the tracks at the Lewiston mill,,,1926,yes,railroads (infrastructure); rails (transit system elements); cranes; machinery; locomotive cranes,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.425104,-116.980581,,,"MG 457, Box 204 Folder 72, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_204_72_005,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,654,lewiston-plc133,plcphotos654,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos654.html
plcphotos,Dinner at a hotel,Men sit around an L shaped table at the Lewis Clark Hotel. The men are unidentified.,,,1950,yes,parties (events),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.421687,-117.031024,,,"MG 457, Box 205 Folder 100, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_100_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,786,lewiston-plc134,plcphotos786,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos786.html
plcphotos,Company event,"An event for loggers, men stand behind bars, ready to pour drinks. Signs above them read both Bourbon and Scotch here, while between two of the bars are units that have the Coca-Cola name on them. It appears to be at the Lewis Clark Hotel. Listed on the back are the names of the men: JJ O&#39;Connell, C. O. Grave, Lloyd Slongle, Bus Lyells, Leo Bodine, Bob Woods, Steve Summers, unknown, and Ray Hoffman.",,,1945,yes,parties (events),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.421687,-117.031024,,,"MG 457, Box 205 Folder 100, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_100_008,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,792,lewiston-plc135,plcphotos792,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos792.html
plcphotos,Company band,Men and women holding instruments stand in front of the Liberty Theater in Lewiston Idaho. On the marquee above them it reads &quot;4 her he rides&quot; and &quot;The Danger Trail.&quot;,,,1935,yes,bands (ensembles),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.419735,-117.022292,,,"MG 457, Box 205 Folder 100, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_100_007,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,797,lewiston-plc136,plcphotos797,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos797.html
plcphotos,Banquet for retired employees,"The description on the back reads &quot;banquet at Lewis Clark Hotel for Clearwater employees retired March 31, 1947.&quot; It then lists the employees: C. J. Cummerford, C. J. Carter, S. E. Andrew, Jim Bartholow, O. H. Leuschel, M. L. Sund, H. L. Torsen, D. S. Troy, Fred Frost, Roy Huffman, Jacob Gonser, Ed Olsen, and John Aram.",,,1947-03-31,yes,parties (events),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.421687,-117.031024,,,"MG 457, Box 205 Folder 100, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_100_004,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,800,lewiston-plc137,plcphotos800,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos800.html
plcphotos,Dinner party,Men sit around a table decorated with wood products. The man in the lower right hand corner is sitting in front of a name tag that reads E. R. Danneman but otherwise the men are unidentified.,,,1950,yes,parties (events),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.421687,-117.031024,,,"MG 457, Box 205 Folder 100, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_100_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,805,lewiston-plc138,plcphotos805,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos805.html
plcphotos,Forman&#39;s Picture,"A group of foreman for Potlatch pose for a photo. They are as listed, according to the roster included with the photograph, &#39;front row left to right&#39; : H. Thompson (Buiguette Plant), C. Harris (Pond), H. L. white (?), A. Jensen (Calender), L. Williams, W. A. Fredenberg, T. Sherry, G. S. Porfee (?), J. H. Ferish (?), K. Ross, W. Yoelum (?), C. Cunningard, A. McLeod",,,1945,yes,groups of people,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,116.970178,,,"MG 457, Box 205 Folder 107, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_107_003,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,831,lewiston-plc139,plcphotos831,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos831.html
plcphotos,"J.P. Weyerhaeuser, Jr.","J.P. Weyerhaeuser, Jr. who was president and general manager from  1931 to 1933.",,,1932,yes,portraits,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 107, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_107_004,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,832,lewiston-plc140,plcphotos832,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos832.html
plcphotos,Paper rolls,Photograph of the machine that puts paper products on to large rolls,,,1980,yes,machinery; paper (fiber product); paper mills; papermaking,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 109, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_109_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,833,lewiston-plc141,plcphotos833,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos833.html
plcphotos,Circles of paper,A machine that cuts larges roles of paper (seen on left side of the photograph) and turns them into to cut pieces.,,,1980,yes,machinery; paper (fiber product); paper mills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 109, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_109_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,834,lewiston-plc142,plcphotos834,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos834.html
plcphotos,Finishing paper products,Men work to finish paper products and tie them into bundles for transport.,,,1940,yes,machinery; paper (fiber product); paper mills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 109, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_109_003,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,835,lewiston-plc143,plcphotos835,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos835.html
plcphotos,Rolls of paper,Hundreds of rolls of paper sit awaiting production at the Lewiston mill,,,1940,yes,paper (fiber product); paper mills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 109, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_109_004,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,836,lewiston-plc144,plcphotos836,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos836.html
plcphotos,Processing paper products,"Men and women work to process different types of paper products at the mill in Lewiston, ID",,,1940,yes,women; paper (fiber product); paper mills; machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 109, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_109_005,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,837,lewiston-plc145,plcphotos837,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos837.html
plcphotos,Paper products for distribution,Pallets of paper products are stored in a warehouse at the mill in Lewiston.,,,1940,yes,paper (fiber product); paper mills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 109, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_109_006,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,838,lewiston-plc146,plcphotos838,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos838.html
plcphotos,Repair shop [02],Looking at the repair shop in Lewiston. A large tractor can be seen to the right of the photograph,,,1965,yes,machinery; tractors (agricultural equipment),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 111, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_111_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,840,lewiston-plc147,plcphotos840,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos840.html
plcphotos,Unloading logs [01],"Men and women stand around at the 1940 Lumber Congress, watching a crane lower logs onto the field. Behind the group on the left stands a Northern Pacific railroad car",,,1940,yes,groups of people; cranes; log (wood);,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 116, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_116_001,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,846,lewiston-plc148,plcphotos846,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos846.html
plcphotos,Pres-to-Logs exhibition,A man studies a Presto Log demonstration.,,LeGresley le Baron,1940,yes,,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.426782,-116.970221,,,"MG 457, Box 205 Folder 119, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_119_001,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,847,lewiston-plc149,plcphotos847,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos847.html
plcphotos,Seedlings [02],A man holds a tray of seedlings that will be grown for replanting,,,1980,yes,seedlings,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.4267,-116.968082,,,"MG 457, Box 205 Folder 120, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_120_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,850,lewiston-plc150,plcphotos850,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos850.html
plcphotos,Office with PFI wood products,"An office showing the walls made of Potlatch Forests, INC. In the center, a man talks to secretary",,,1960,yes,offices (work spaces); secretaries (clerical workers); women,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.4267,-116.968082,,,"MG 457, Box 205 Folder 121, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_121_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,851,lewiston-plc151,plcphotos851,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos851.html
plcphotos,Men singing around a piano,Men gather around a piano and are singing while two men play.,,,1940,yes,groups of people,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.421687,-117.031024,,,"MG 457, Box 205 Folder 121, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_121_002,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,855,lewiston-plc152,plcphotos855,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos855.html
plcphotos,Moving a wheel,"Men stand on a train flatcar as a crane moves a large wheel off. There is another wheel on the flatcar waiting to be moved. In front of one of the men watching the wheel reads a sign &#39;The Filer &amp; Stowell Co . Machinery. Milwaukee, Wis.&#39;",,,1926-08-16,,machinery; locomotive cranes; flatcars,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.42357,-116.976551,,,"MG 457, Box 205 Folder 94, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_205_94_002,"Potlatch Corporation retains all rights in any trade name, or trademark of Potlatch Corporation related to these Items, and copyright to company magazines and newsletters until such copyrights transfer into the public domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,939,lewiston-plc153,plcphotos939,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos939.html
plcphotos,Clearwater Sawmill and Lumber - Log Pond [27],The description on the back reads &quot;logs being brought into sawmill from log pond.&quot; The floor surrounding the machinery is covered in wood by-product. 6998D is written on front of print.,,,1960,yes,sawmills; woodworking machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 10, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_10_029,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,995,lewiston-plc154,plcphotos995,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos995.html
